country_region_code,country_region,sub_region_1,sub_region_2,date,解析日,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,VAR00002,VAR00003,VAR00004,VAR00005,VAR00006,VAR00007
JP,Japan,Wakayama, ,5/15/2020, ,-22,2,-5,-40,-14,9, , , , , , 
JP,Japan,Wakayama, ,5/16/2020, ,-30,-10,-61,-58,-18,12, , , , , , 
JP,Japan,Wakayama, ,5/17/2020, ,-24,-1,0,-44,-14,8, , , , , , 
JP,Japan,Wakayama, ,5/18/2020, ,-21,-6,-26,-35,-10,9, , , , , , 
JP,Japan,Wakayama, ,5/19/2020, ,-15,1,0,-33,-11,8, , , , , , 
JP,Japan,Wakayama, ,5/20/2020, ,-14,0,6,-31,-11,7, , , , , , 
JP,Japan,Wakayama, ,5/21/2020, ,-15,0,7,-32,-11,7, , , , , , 
JP,Japan,Wakayama, ,5/22/2020, ,-17,0,1,-33,-12,8, , , , , , 
JP,Japan,Wakayama, ,5/23/2020, ,-17,2,-1,-37,-13,7, , , , , , 
JP,Japan,Wakayama, ,5/24/2020, ,-16,2,16,-32,-11,7, , , , , , 
JP,Japan,Wakayama, ,5/25/2020, ,-13,3,0,-25,-8,6, , , , , , 
JP,Japan,Wakayama, ,5/26/2020, ,-14,1,-9,-29,-10,7, , , , , , 
JP,Japan,Wakayama, ,5/27/2020, ,-11,2,4,-25,-9,6, , , , , , 
JP,Japan,Wakayama, ,5/28/2020, ,-10,2,8,-25,-10,6, , , , , , 
JP,Japan,Wakayama, ,5/29/2020, ,-11,4,-1,-27,-10,6, , , , , , 
JP,Japan,Wakayama, ,5/30/2020, ,-13,2,0,-31,-10,6, , , , , , 
JP,Japan,Wakayama, ,5/31/2020, ,-15,1,-38,-44,-13,8, , , , , , 
JP,Japan,Wakayama, ,6/1/2020, ,-13,4,-2,-20,-4,4, , , , , , 
JP,Japan,Wakayama, ,6/2/2020, ,-11,2,11,-21,-7,5, , , , , , 
JP,Japan,Wakayama, ,6/3/2020, ,-11,-1,4,-19,-7,5, , , , , , 
JP,Japan,Wakayama, ,6/4/2020, ,-9,1,3,-20,-7,5, , , , , , 
JP,Japan,Wakayama, ,6/5/2020, ,-8,3,6,-15,-8,5, , , , , , 
JP,Japan,Yamagata, ,2/15/2020, ,1,3,9,-2,6,0, , , , , , 
JP,Japan,Yamagata, ,2/16/2020, ,-5,0,-26,-14,-2,1, , , , , , 
JP,Japan,Yamagata, ,2/17/2020, ,-1,0,0,-3,0,1, , , , , , 
JP,Japan,Yamagata, ,2/18/2020, ,-3,-2,-4,-4,0,1, , , , , , 
JP,Japan,Yamagata, ,2/19/2020, ,6,5,13,1,1,0, , , , , , 
JP,Japan,Yamagata, ,2/20/2020, ,5,8,10,-2,1,0, , , , , , 
JP,Japan,Yamagata, ,2/21/2020, ,-1,-2,1,-1,1,1, , , , , , 
JP,Japan,Yamagata, ,2/22/2020, ,1,4,-2,5,-3,0, , , , , , 
JP,Japan,Yamagata, ,2/23/2020, ,-3,-1,-27,-4,-1,0, , , , , , 
JP,Japan,Yamagata, ,2/24/2020, ,32,8,14,2,-56,15, , , , , , 
JP,Japan,Yamagata, ,2/25/2020, ,4,7,11,0,0,0, , , , , , 
JP,Japan,Yamagata, ,2/26/2020, ,5,7,16,0,2,0, , , , , , 
JP,Japan,Yamagata, ,2/27/2020, ,2,6,2,-7,1,1, , , , , , 
JP,Japan,Yamagata, ,2/28/2020, ,1,9,-7,-19,1,1, , , , , , 
JP,Japan,Yamagata, ,2/29/2020, ,-2,15,-6,-26,8,2, , , , , , 
JP,Japan,Yamagata, ,3/1/2020, ,-5,12,-10,-29,3,3, , , , , , 
JP,Japan,Yamagata, ,3/2/2020, ,-5,2,-7,-29,-1,3, , , , , , 
JP,Japan,Yamagata, ,3/3/2020, ,1,7,10,-25,-1,3, , , , , , 
JP,Japan,Yamagata, ,3/4/2020, ,0,2,11,-23,-1,3, , , , , , 
JP,Japan,Yamagata, ,3/5/2020, ,-6,0,-13,-29,-2,4, , , , , , 
JP,Japan,Yamagata, ,3/6/2020, ,-7,-3,-11,-28,-2,4, , , , , , 
JP,Japan,Yamagata, ,3/7/2020, ,-4,3,16,-21,-1,4, , , , , , 
JP,Japan,Yamagata, ,3/8/2020, ,-5,3,-6,-26,-2,3, , , , , , 
JP,Japan,Yamagata, ,3/9/2020, ,-2,0,28,-22,-2,3, , , , , , 
JP,Japan,Yamagata, ,3/10/2020, ,1,5,-5,-23,-3,3, , , , , , 
JP,Japan,Yamagata, ,3/11/2020, ,4,3,0,-22,-2,3, , , , , , 
JP,Japan,Yamagata, ,3/12/2020, ,5,6,23,-22,-3,3, , , , , , 
JP,Japan,Yamagata, ,3/13/2020, ,-2,-2,5,-25,-3,4, , , , , , 
JP,Japan,Yamagata, ,3/14/2020, ,1,3,-6,-23,-7,4, , , , , , 
JP,Japan,Yamagata, ,3/15/2020, ,0,6,19,-20,-3,2, , , , , , 
JP,Japan,Yamagata, ,3/16/2020, ,1,0,-9,-25,-4,4, , , , , , 
JP,Japan,Yamagata, ,3/17/2020, ,3,3,8,-22,-3,3, , , , , , 
JP,Japan,Yamagata, ,3/18/2020, ,9,5,21,-15,-3,3, , , , , , 
JP,Japan,Yamagata, ,3/19/2020, ,15,8,48,-8,-3,0, , , , , , 
JP,Japan,Yamagata, ,3/20/2020, ,20,6,-13,-19,-55,18, , , , , , 
JP,Japan,Yamagata, ,3/21/2020, ,2,5,11,-9,-8,3, , , , , , 
JP,Japan,Yamagata, ,3/22/2020, ,-5,1,-33,-19,-3,2, , , , , , 
JP,Japan,Yamagata, ,3/23/2020, ,3,0,20,-16,-3,2, , , , , , 
JP,Japan,Yamagata, ,3/24/2020, ,4,1,-3,-18,-3,3, , , , , , 
JP,Japan,Yamagata, ,3/25/2020, ,14,8,36,-11,-3,2, , , , , , 
JP,Japan,Yamagata, ,3/26/2020, ,10,8,43,-13,-3,2, , , , , , 
JP,Japan,Yamagata, ,3/27/2020, ,3,2,6,-21,-4,3, , , , , , 
JP,Japan,Yamagata, ,3/28/2020, ,2,7,2,-17,-5,3, , , , , , 
JP,Japan,Yamagata, ,3/29/2020, ,-3,6,-12,-27,-1,3, , , , , , 
JP,Japan,Yamagata, ,3/30/2020, ,9,2,29,-17,-5,3, , , , , , 
JP,Japan,Yamagata, ,3/31/2020, ,8,8,41,-18,-4,2, , , , , , 
JP,Japan,Yamagata, ,4/1/2020, ,-3,7,3,-25,-4,4, , , , , , 
JP,Japan,Yamagata, ,4/2/2020, ,-6,5,4,-31,-7,5, , , , , , 
JP,Japan,Yamagata, ,4/3/2020, ,-8,0,26,-29,-7,5, , , , , , 
JP,Japan,Yamagata, ,4/4/2020, ,-12,5,31,-31,-8,6, , , , , , 
JP,Japan,Yamagata, ,4/5/2020, ,-19,2,-25,-45,-10,7, , , , , , 
JP,Japan,Yamagata, ,4/6/2020, ,-14,-1,-16,-36,-9,6, , , , , , 
JP,Japan,Yamagata, ,4/7/2020, ,-11,5,26,-35,-10,6, , , , , , 
JP,Japan,Yamagata, ,4/8/2020, ,-12,3,49,-34,-10,6, , , , , , 
JP,Japan,Yamagata, ,4/9/2020, ,-17,1,22,-41,-10,7, , , , , , 
JP,Japan,Yamagata, ,4/10/2020, ,-21,2,-10,-46,-11,9, , , , , , 
JP,Japan,Yamagata, ,4/11/2020, ,-24,0,40,-45,-23,11, , , , , , 
JP,Japan,Yamagata, ,4/12/2020, ,-29,-2,48,-47,-15,8, , , , , , 
JP,Japan,Yamagata, ,4/13/2020, ,-22,-6,-18,-47,-11,8, , , , , , 
JP,Japan,Yamagata, ,4/14/2020, ,-16,-1,20,-42,-10,7, , , , , , 
